0,5.29E-07
6,3.21E-05
12,0.00007675
18,0.00009824
24,0.000115432
30,0.000139378
36,0.000171306
42,0.000176218
48,0.00019648
54,0.000214286
60,0.000267704
66,0.000387434
72,0.00065698
78,0.00138764
84,0.00170078
90,0.00029472
96,0.000262178
102,0.00030086
108,0.000283054
114,0.000287966
120,0.00026402
126,0.000257266
132,0.000229022
138,0.000219198
144,0.000209374
150,0.00019341
156,0.00017192
162,0.000158412
168,0.00014429
174,0.000133852
180,0.000123414
186,0.000114204
192,0.000098854
198,0.000093942
204,0.000084732
210,0.000079206
216,0.000072452
222,0.000063242
228,5.41E-05
234,4.71E-05
240,4.81E-05
246,4.65E-05
252,4.45E-05
258,4.13E-05
264,3.95E-05
270,0.000031928
276,0.000032235
282,0.000031007
288,2.91E-05
294,2.35E-05
